"country","date","confirmed","recovered","recovery_rate"
"Malawi",2020-02-15,0,0,NA
"Malawi",2020-02-16,0,0,NA
"Malawi",2020-02-17,0,0,NA
"Malawi",2020-02-18,0,0,NA
"Malawi",2020-02-19,0,0,NA
"Malawi",2020-02-20,0,0,NA
"Malawi",2020-02-21,0,0,NA
"Malawi",2020-02-22,0,0,NA
"Malawi",2020-02-23,0,0,NA
"Malawi",2020-02-24,0,0,NA
"Malawi",2020-02-25,0,0,NA
"Malawi",2020-02-26,0,0,NA
"Malawi",2020-02-27,0,0,NA
"Malawi",2020-02-28,0,0,NA
"Malawi",2020-02-29,0,0,NA
"Malawi",2020-03-01,0,0,NA
"Malawi",2020-03-02,0,0,NA
"Malawi",2020-03-03,0,0,NA
"Malawi",2020-03-04,0,0,NA
"Malawi",2020-03-05,0,0,NA
"Malawi",2020-03-06,0,0,NA
"Malawi",2020-03-07,0,0,NA
"Malawi",2020-03-08,0,0,NA
"Malawi",2020-03-09,0,0,NA
"Malawi",2020-03-10,0,0,NA
"Malawi",2020-03-11,0,0,NA
"Malawi",2020-03-12,0,0,NA
"Malawi",2020-03-13,0,0,NA
"Malawi",2020-03-14,0,0,NA
"Malawi",2020-03-15,0,0,NA
"Malawi",2020-03-16,0,0,NA
"Malawi",2020-03-17,0,0,NA
"Malawi",2020-03-18,0,0,NA
"Malawi",2020-03-19,0,0,NA
"Malawi",2020-03-20,0,0,NA
"Malawi",2020-03-21,0,0,NA
"Malawi",2020-03-22,0,0,NA
"Malawi",2020-03-23,0,0,NA
"Malawi",2020-03-24,0,0,NA
"Malawi",2020-03-25,0,0,NA
"Malawi",2020-03-26,0,0,NA
"Malawi",2020-03-27,0,0,NA
"Malawi",2020-03-28,0,0,NA
"Malawi",2020-03-29,0,0,NA
"Malawi",2020-03-30,0,0,NA
"Malawi",2020-03-31,0,0,NA
"Malawi",2020-04-01,0,0,NA
"Malawi",2020-04-02,3,0,0
"Malawi",2020-04-03,0,0,0
"Malawi",2020-04-04,1,0,0
"Malawi",2020-04-05,0,0,0
"Malawi",2020-04-06,1,0,0
"Malawi",2020-04-07,3,0,0
"Malawi",2020-04-08,0,0,0
"Malawi",2020-04-09,0,0,0
"Malawi",2020-04-10,1,0,0
"Malawi",2020-04-11,3,0,0
"Malawi",2020-04-12,1,0,0
"Malawi",2020-04-13,3,0,0
"Malawi",2020-04-14,0,0,0
"Malawi",2020-04-15,0,0,0
"Malawi",2020-04-16,0,0,0
"Malawi",2020-04-17,1,3,17.65
"Malawi",2020-04-18,0,0,17.65
"Malawi",2020-04-19,0,0,17.65
"Malawi",2020-04-20,0,0,17.65
"Malawi",2020-04-21,1,0,16.67
"Malawi",2020-04-22,5,0,13.04
"Malawi",2020-04-23,10,0,9.09
"Malawi",2020-04-24,0,1,12.12
"Malawi",2020-04-25,0,0,12.12
"Malawi",2020-04-26,1,0,11.76
"Malawi",2020-04-27,2,0,11.11
"Malawi",2020-04-28,0,1,13.89
"Malawi",2020-04-29,0,2,19.44
"Malawi",2020-04-30,1,0,18.92
"Malawi",2020-05-01,0,2,24.32
"Malawi",2020-05-02,1,0,23.68
"Malawi",2020-05-03,1,0,23.08
"Malawi",2020-05-04,2,0,21.95
"Malawi",2020-05-05,0,0,21.95
"Malawi",2020-05-06,2,0,20.93
"Malawi",2020-05-07,0,5,32.56
"Malawi",2020-05-08,0,0,32.56
"Malawi",2020-05-09,13,0,25
"Malawi",2020-05-10,0,0,25
"Malawi",2020-05-11,1,10,42.11
"Malawi",2020-05-12,0,0,42.11
"Malawi",2020-05-13,6,0,38.1
"Malawi",2020-05-14,0,0,38.1
"Malawi",2020-05-15,0,0,38.1
"Malawi",2020-05-16,2,0,36.92
"Malawi",2020-05-17,5,3,38.57
"Malawi",2020-05-18,0,0,38.57
"Malawi",2020-05-19,0,0,38.57
"Malawi",2020-05-20,1,0,38.03
"Malawi",2020-05-21,1,0,37.5
"Malawi",2020-05-22,10,1,34.15
"Malawi",2020-05-23,0,0,34.15
"Malawi",2020-05-24,1,5,39.76
"Malawi",2020-05-25,18,0,32.67
"Malawi",2020-05-26,0,4,36.63
"Malawi",2020-05-27,0,0,36.63
"Malawi",2020-05-28,102,0,18.23
"Malawi",2020-05-29,70,5,15.38
"Malawi",2020-05-30,6,0,15.05
"Malawi",2020-05-31,5,0,14.79
"Malawi",2020-06-01,52,0,12.5
"Malawi",2020-06-02,22,0,11.73
"Malawi",2020-06-03,11,9,13.82
"Malawi",2020-06-04,24,0,12.98
"Malawi",2020-06-05,16,4,13.45
"Malawi",2020-06-06,0,0,13.45
"Malawi",2020-06-07,29,0,12.56
"Malawi",2020-06-08,5,0,12.42
"Malawi",2020-06-09,12,0,12.09
"Malawi",2020-06-10,0,0,12.09
"Malawi",2020-06-11,26,0,11.43
"Malawi",2020-06-12,0,10,13.51
"Malawi",2020-06-13,48,1,12.48
"Malawi",2020-06-14,18,3,12.61
"Malawi",2020-06-15,8,0,12.43
"Malawi",2020-06-16,9,4,12.94
"Malawi",2020-06-17,8,0,12.76
"Malawi",2020-06-18,20,1,12.5
"Malawi",2020-06-19,28,17,14.68
"Malawi",2020-06-20,0,0,14.68
"Malawi",2020-06-21,110,167,35.34
"Malawi",2020-06-22,19,0,34.45
"Malawi",2020-06-23,54,0,32.13
"Malawi",2020-06-24,138,1,27.52
"Malawi",2020-06-25,19,1,27.08
"Malawi",2020-06-26,45,0,25.87
"Malawi",2020-06-27,33,0,25.05
"Malawi",2020-06-28,108,0,22.69
"Malawi",2020-06-29,6,0,22.57
"Malawi",2020-06-30,72,0,21.24
"Malawi",2020-07-01,41,0,20.55
"Malawi",2020-07-02,77,11,20.19
"Malawi",2020-07-03,156,46,21.16
"Malawi",2020-07-04,115,0,19.65
"Mozambique",2020-01-22,0,0,NA
"Mozambique",2020-01-23,0,0,NA
"Mozambique",2020-01-24,0,0,NA
"Mozambique",2020-01-25,0,0,NA
"Mozambique",2020-01-26,0,0,NA
"Mozambique",2020-01-27,0,0,NA
"Mozambique",2020-01-28,0,0,NA
"Mozambique",2020-01-29,0,0,NA
"Mozambique",2020-01-30,0,0,NA
"Mozambique",2020-01-31,0,0,NA
"Mozambique",2020-02-01,0,0,NA
"Mozambique",2020-02-02,0,0,NA
"Mozambique",2020-02-03,0,0,NA
"Mozambique",2020-02-04,0,0,NA
"Mozambique",2020-02-05,0,0,NA
"Mozambique",2020-02-06,0,0,NA
"Mozambique",2020-02-07,0,0,NA
"Mozambique",2020-02-08,0,0,NA
"Mozambique",2020-02-09,0,0,NA
"Mozambique",2020-02-10,0,0,NA
"Mozambique",2020-02-11,0,0,NA
"Mozambique",2020-02-12,0,0,NA
"Mozambique",2020-02-13,0,0,NA
"Mozambique",2020-02-14,0,0,NA
"Mozambique",2020-02-15,0,0,NA
"Mozambique",2020-02-16,0,0,NA
"Mozambique",2020-02-17,0,0,NA
"Mozambique",2020-02-18,0,0,NA
"Mozambique",2020-02-19,0,0,NA
"Mozambique",2020-02-20,0,0,NA
"Mozambique",2020-02-21,0,0,NA
"Mozambique",2020-02-22,0,0,NA
"Mozambique",2020-02-23,0,0,NA
"Mozambique",2020-02-24,0,0,NA
"Mozambique",2020-02-25,0,0,NA
"Mozambique",2020-02-26,0,0,NA
"Mozambique",2020-02-27,0,0,NA
"Mozambique",2020-02-28,0,0,NA
"Mozambique",2020-02-29,0,0,NA
"Mozambique",2020-03-01,0,0,NA
"Mozambique",2020-03-02,0,0,NA
"Mozambique",2020-03-03,0,0,NA
"Mozambique",2020-03-04,0,0,NA
"Mozambique",2020-03-05,0,0,NA
"Mozambique",2020-03-06,0,0,NA
"Mozambique",2020-03-07,0,0,NA
"Mozambique",2020-03-08,0,0,NA
"Mozambique",2020-03-09,0,0,NA
"Mozambique",2020-03-10,0,0,NA
"Mozambique",2020-03-11,0,0,NA
"Mozambique",2020-03-12,0,0,NA
"Mozambique",2020-03-13,0,0,NA
"Mozambique",2020-03-14,0,0,NA
"Mozambique",2020-03-15,0,0,NA
"Mozambique",2020-03-16,0,0,NA
"Mozambique",2020-03-17,0,0,NA
"Mozambique",2020-03-18,0,0,NA
"Mozambique",2020-03-19,0,0,NA
"Mozambique",2020-03-20,0,0,NA
"Mozambique",2020-03-21,0,0,NA
"Mozambique",2020-03-22,1,0,0
"Mozambique",2020-03-23,0,0,0
"Mozambique",2020-03-24,2,0,0
"Mozambique",2020-03-25,2,0,0
"Mozambique",2020-03-26,2,0,0
"Mozambique",2020-03-27,0,0,0
"Mozambique",2020-03-28,1,0,0
"Mozambique",2020-03-29,0,0,0
"Mozambique",2020-03-30,0,0,0
"Mozambique",2020-03-31,0,0,0
"Mozambique",2020-04-01,2,0,0
"Mozambique",2020-04-02,0,0,0
"Mozambique",2020-04-03,0,0,0
"Mozambique",2020-04-04,0,1,10
"Mozambique",2020-04-05,0,0,10
"Mozambique",2020-04-06,0,0,10
"Mozambique",2020-04-07,0,0,10
"Mozambique",2020-04-08,7,0,5.88
"Mozambique",2020-04-09,0,0,5.88
"Mozambique",2020-04-10,3,1,10
"Mozambique",2020-04-11,0,0,10
"Mozambique",2020-04-12,1,0,9.52
"Mozambique",2020-04-13,0,0,9.52
"Mozambique",2020-04-14,7,0,7.14
"Mozambique",2020-04-15,1,0,6.9
"Mozambique",2020-04-16,2,0,6.45
"Mozambique",2020-04-17,3,0,5.88
"Mozambique",2020-04-18,1,2,11.43
"Mozambique",2020-04-19,4,4,20.51
"Mozambique",2020-04-20,0,0,20.51
"Mozambique",2020-04-21,0,0,20.51
"Mozambique",2020-04-22,2,0,19.51
"Mozambique",2020-04-23,5,1,19.57
"Mozambique",2020-04-24,19,3,18.46
"Mozambique",2020-04-25,5,0,17.14
"Mozambique",2020-04-26,6,0,15.79
"Mozambique",2020-04-27,0,0,15.79
"Mozambique",2020-04-28,0,0,15.79
"Mozambique",2020-04-29,0,0,15.79
"Mozambique",2020-04-30,0,0,15.79
"Mozambique",2020-05-01,3,0,15.19
"Mozambique",2020-05-02,0,6,22.78
"Mozambique",2020-05-03,1,1,23.75
"Mozambique",2020-05-04,0,0,23.75
"Mozambique",2020-05-05,1,0,23.46
"Mozambique",2020-05-06,0,2,25.93
"Mozambique",2020-05-07,0,3,29.63
"Mozambique",2020-05-08,1,3,32.93
"Mozambique",2020-05-09,5,7,39.08
"Mozambique",2020-05-10,4,0,37.36
"Mozambique",2020-05-11,12,0,33.01
"Mozambique",2020-05-12,1,0,32.69
"Mozambique",2020-05-13,0,0,32.69
"Mozambique",2020-05-14,11,1,30.43
"Mozambique",2020-05-15,4,7,35.29
"Mozambique",2020-05-16,10,1,33.33
"Mozambique",2020-05-17,8,1,32.12
"Mozambique",2020-05-18,8,0,30.34
"Mozambique",2020-05-19,1,0,30.14
"Mozambique",2020-05-20,10,4,30.77
"Mozambique",2020-05-21,6,0,29.63
"Mozambique",2020-05-22,2,0,29.27
"Mozambique",2020-05-23,4,0,28.57
"Mozambique",2020-05-24,26,3,26.29
"Mozambique",2020-05-25,15,20,33.97
"Mozambique",2020-05-26,4,0,33.33
"Mozambique",2020-05-27,14,0,31.28
"Mozambique",2020-05-28,6,11,35.19
"Mozambique",2020-05-29,1,2,35.9
"Mozambique",2020-05-30,10,6,36.89
"Mozambique",2020-05-31,10,1,35.83
"Mozambique",2020-06-01,0,6,38.19
"Mozambique",2020-06-02,53,1,31.92
"Mozambique",2020-06-03,9,11,34.49
"Mozambique",2020-06-04,36,5,32.39
"Mozambique",2020-06-05,2,5,33.62
"Mozambique",2020-06-06,55,7,30.81
"Mozambique",2020-06-07,15,1,29.95
"Mozambique",2020-06-08,9,4,30.25
"Mozambique",2020-06-09,20,5,30.02
"Mozambique",2020-06-10,19,2,29.24
"Mozambique",2020-06-11,17,6,29.45
"Mozambique",2020-06-12,20,1,28.49
"Mozambique",2020-06-13,44,6,27.31
"Mozambique",2020-06-14,30,0,25.9
"Mozambique",2020-06-15,26,6,25.78
"Mozambique",2020-06-16,29,3,25.08
"Mozambique",2020-06-17,13,0,24.58
"Mozambique",2020-06-18,11,15,26.44
"Mozambique",2020-06-19,6,2,26.5
"Mozambique",2020-06-20,20,0,25.73
"Mozambique",2020-06-21,45,4,24.69
"Mozambique",2020-06-22,4,0,24.56
"Mozambique",2020-06-23,20,25,27.21
"Mozambique",2020-06-24,5,14,28.87
"Mozambique",2020-06-25,26,1,28.05
"Mozambique",2020-06-26,28,2,27.33
"Mozambique",2020-06-27,23,2,26.82
"Mozambique",2020-06-28,20,3,26.54
"Mozambique",2020-06-29,24,1,25.93
"Mozambique",2020-06-30,6,3,26.1
"Mozambique",2020-07-01,14,16,27.46
"Mozambique",2020-07-02,15,1,27.12
"Mozambique",2020-07-03,21,0,26.52
"Mozambique",2020-07-04,30,7,26.42
"Namibia",2020-01-22,0,0,NA
"Namibia",2020-01-23,0,0,NA
"Namibia",2020-01-24,0,0,NA
"Namibia",2020-01-25,0,0,NA
"Namibia",2020-01-26,0,0,NA
"Namibia",2020-01-27,0,0,NA
"Namibia",2020-01-28,0,0,NA
"Namibia",2020-01-29,0,0,NA
"Namibia",2020-01-30,0,0,NA
"Namibia",2020-01-31,0,0,NA
"Namibia",2020-02-01,0,0,NA
"Namibia",2020-02-02,0,0,NA
"Namibia",2020-02-03,0,0,NA
"Namibia",2020-02-04,0,0,NA
"Namibia",2020-02-05,0,0,NA
"Namibia",2020-02-06,0,0,NA
"Namibia",2020-02-07,0,0,NA
"Namibia",2020-02-08,0,0,NA
"Namibia",2020-02-09,0,0,NA
"Namibia",2020-02-10,0,0,NA
"Namibia",2020-02-11,0,0,NA
"Namibia",2020-02-12,0,0,NA
"Namibia",2020-02-13,0,0,NA
"Namibia",2020-02-14,0,0,NA
"Namibia",2020-02-15,0,0,NA
"Namibia",2020-02-16,0,0,NA
"Namibia",2020-02-17,0,0,NA
"Namibia",2020-02-18,0,0,NA
"Namibia",2020-02-19,0,0,NA
"Namibia",2020-02-20,0,0,NA
"Namibia",2020-02-21,0,0,NA
"Namibia",2020-02-22,0,0,NA
"Namibia",2020-02-23,0,0,NA
"Namibia",2020-02-24,0,0,NA
"Namibia",2020-02-25,0,0,NA
"Namibia",2020-02-26,0,0,NA
"Namibia",2020-02-27,0,0,NA
"Namibia",2020-02-28,0,0,NA
"Namibia",2020-02-29,0,0,NA
"Namibia",2020-03-01,0,0,NA
"Namibia",2020-03-02,0,0,NA
"Namibia",2020-03-03,0,0,NA
"Namibia",2020-03-04,0,0,NA
"Namibia",2020-03-05,0,0,NA
"Namibia",2020-03-06,0,0,NA
"Namibia",2020-03-07,0,0,NA
"Namibia",2020-03-08,0,0,NA
"Namibia",2020-03-09,0,0,NA
"Namibia",2020-03-10,0,0,NA
"Namibia",2020-03-11,0,0,NA
"Namibia",2020-03-12,0,0,NA
"Namibia",2020-03-13,0,0,NA
"Namibia",2020-03-14,2,0,0
"Namibia",2020-03-15,0,0,0
"Namibia",2020-03-16,0,0,0
"Namibia",2020-03-17,0,0,0
"Namibia",2020-03-18,0,0,0
"Namibia",2020-03-19,1,0,0
"Namibia",2020-03-20,0,0,0
"Namibia",2020-03-21,0,0,0
"Namibia",2020-03-22,0,0,0
"Namibia",2020-03-23,1,0,0
"Namibia",2020-03-24,3,2,28.57
"Namibia",2020-03-25,0,0,28.57
"Namibia",2020-03-26,1,0,25
"Namibia",2020-03-27,0,0,25
"Namibia",2020-03-28,0,0,25
"Namibia",2020-03-29,3,0,18.18
"Namibia",2020-03-30,0,0,18.18
"Namibia",2020-03-31,0,0,18.18
"Namibia",2020-04-01,3,0,14.29
"Namibia",2020-04-02,0,1,21.43
"Namibia",2020-04-03,0,0,21.43
"Namibia",2020-04-04,0,0,21.43
"Namibia",2020-04-05,2,0,18.75
"Namibia",2020-04-06,0,0,18.75
"Namibia",2020-04-07,0,0,18.75
"Namibia",2020-04-08,0,0,18.75
"Namibia",2020-04-09,0,0,18.75
"Namibia",2020-04-10,0,0,18.75
"Namibia",2020-04-11,0,0,18.75
"Namibia",2020-04-12,0,0,18.75
"Namibia",2020-04-13,0,0,18.75
"Namibia",2020-04-14,0,0,18.75
"Namibia",2020-04-15,0,0,18.75
"Namibia",2020-04-16,0,1,25
"Namibia",2020-04-17,0,0,25
"Namibia",2020-04-18,0,2,37.5
"Namibia",2020-04-19,0,0,37.5
"Namibia",2020-04-20,0,0,37.5
"Namibia",2020-04-21,0,0,37.5
"Namibia",2020-04-22,0,0,37.5
"Namibia",2020-04-23,0,1,43.75
"Namibia",2020-04-24,0,0,43.75
"Namibia",2020-04-25,0,0,43.75
"Namibia",2020-04-26,0,1,50
"Namibia",2020-04-27,0,0,50
"Namibia",2020-04-28,0,0,50
"Namibia",2020-04-29,0,0,50
"Namibia",2020-04-30,0,0,50
"Namibia",2020-05-01,0,0,50
"Namibia",2020-05-02,0,0,50
"Namibia",2020-05-03,0,0,50
"Namibia",2020-05-04,0,0,50
"Namibia",2020-05-05,0,0,50
"Namibia",2020-05-06,0,0,50
"Namibia",2020-05-07,0,1,56.25
"Namibia",2020-05-08,0,0,56.25
"Namibia",2020-05-09,0,1,62.5
"Namibia",2020-05-10,0,1,68.75
"Namibia",2020-05-11,0,0,68.75
"Namibia",2020-05-12,0,0,68.75
"Namibia",2020-05-13,0,0,68.75
"Namibia",2020-05-14,0,1,75
"Namibia",2020-05-15,0,1,81.25
"Namibia",2020-05-16,0,0,81.25
"Namibia",2020-05-17,0,0,81.25
"Namibia",2020-05-18,0,0,81.25
"Namibia",2020-05-19,0,0,81.25
"Namibia",2020-05-20,0,1,87.5
"Namibia",2020-05-21,2,0,77.78
"Namibia",2020-05-22,1,0,73.68
"Namibia",2020-05-23,1,0,70
"Namibia",2020-05-24,1,0,66.67
"Namibia",2020-05-25,0,0,66.67
"Namibia",2020-05-26,0,0,66.67
"Namibia",2020-05-27,1,0,63.64
"Namibia",2020-05-28,0,0,63.64
"Namibia",2020-05-29,1,0,60.87
"Namibia",2020-05-30,0,0,60.87
"Namibia",2020-05-31,1,0,58.33
"Namibia",2020-06-01,1,2,64
"Namibia",2020-06-02,0,0,64
"Namibia",2020-06-03,0,0,64
"Namibia",2020-06-04,0,0,64
"Namibia",2020-06-05,0,0,64
"Namibia",2020-06-06,4,0,55.17
"Namibia",2020-06-07,0,0,55.17
"Namibia",2020-06-08,2,0,51.61
"Namibia",2020-06-09,0,0,51.61
"Namibia",2020-06-10,0,1,54.84
"Namibia",2020-06-11,0,0,54.84
"Namibia",2020-06-12,0,0,54.84
"Namibia",2020-06-13,1,0,53.12
"Namibia",2020-06-14,0,0,53.12
"Namibia",2020-06-15,0,0,53.12
"Namibia",2020-06-16,2,1,52.94
"Namibia",2020-06-17,2,1,52.78
"Namibia",2020-06-18,3,0,48.72
"Namibia",2020-06-19,6,0,42.22
"Namibia",2020-06-20,1,0,41.3
"Namibia",2020-06-21,9,0,34.55
"Namibia",2020-06-22,8,2,33.33
"Namibia",2020-06-23,9,0,29.17
"Namibia",2020-06-24,4,0,27.63
"Namibia",2020-06-25,26,0,20.59
"Namibia",2020-06-26,19,1,18.18
"Namibia",2020-06-27,15,0,16.18
"Namibia",2020-06-28,47,2,13.11
"Namibia",2020-06-29,13,0,12.24
"Namibia",2020-06-30,9,0,11.71
"Namibia",2020-07-01,80,0,8.42
"Namibia",2020-07-02,8,0,8.19
"Namibia",2020-07-03,57,1,7.14
"Namibia",2020-07-04,25,0,6.67
"South Africa",2020-01-22,0,0,NA
"South Africa",2020-01-23,0,0,NA
"South Africa",2020-01-24,0,0,NA
"South Africa",2020-01-25,0,0,NA
"South Africa",2020-01-26,0,0,NA
"South Africa",2020-01-27,0,0,NA
"South Africa",2020-01-28,0,0,NA
"South Africa",2020-01-29,0,0,NA
"South Africa",2020-01-30,0,0,NA
"South Africa",2020-01-31,0,0,NA
"South Africa",2020-02-01,0,0,NA
"South Africa",2020-02-02,0,0,NA
"South Africa",2020-02-03,0,0,NA
"South Africa",2020-02-04,0,0,NA
"South Africa",2020-02-05,0,0,NA
"South Africa",2020-02-06,0,0,NA
"South Africa",2020-02-07,0,0,NA
"South Africa",2020-02-08,0,0,NA
"South Africa",2020-02-09,0,0,NA
"South Africa",2020-02-10,0,0,NA
"South Africa",2020-02-11,0,0,NA
"South Africa",2020-02-12,0,0,NA
"South Africa",2020-02-13,0,0,NA
"South Africa",2020-02-14,0,0,NA
"South Africa",2020-02-15,0,0,NA
"South Africa",2020-02-16,0,0,NA
"South Africa",2020-02-17,0,0,NA
"South Africa",2020-02-18,0,0,NA
"South Africa",2020-02-19,0,0,NA
"South Africa",2020-02-20,0,0,NA
"South Africa",2020-02-21,0,0,NA
"South Africa",2020-02-22,0,0,NA
"South Africa",2020-02-23,0,0,NA
"South Africa",2020-02-24,0,0,NA
"South Africa",2020-02-25,0,0,NA
"South Africa",2020-02-26,0,0,NA
"South Africa",2020-02-27,0,0,NA
"South Africa",2020-02-28,0,0,NA
"South Africa",2020-02-29,0,0,NA
"South Africa",2020-03-01,0,0,NA
"South Africa",2020-03-02,0,0,NA
"South Africa",2020-03-03,0,0,NA
"South Africa",2020-03-04,0,0,NA
"South Africa",2020-03-05,1,0,0
"South Africa",2020-03-06,0,0,0
"South Africa",2020-03-07,0,0,0
"South Africa",2020-03-08,2,0,0
"South Africa",2020-03-09,0,0,0
"South Africa",2020-03-10,4,0,0
"South Africa",2020-03-11,6,0,0
"South Africa",2020-03-12,4,0,0
"South Africa",2020-03-13,7,0,0
"South Africa",2020-03-14,14,0,0
"South Africa",2020-03-15,13,0,0
"South Africa",2020-03-16,11,0,0
"South Africa",2020-03-17,0,0,0
"South Africa",2020-03-18,54,0,0
"South Africa",2020-03-19,34,0,0
"South Africa",2020-03-20,52,0,0
"South Africa",2020-03-21,38,0,0
"South Africa",2020-03-22,34,0,0
"South Africa",2020-03-23,128,0,0
"South Africa",2020-03-24,152,4,0.72
"South Africa",2020-03-25,155,8,1.69
"South Africa",2020-03-26,218,0,1.29
"South Africa",2020-03-27,243,19,2.65
"South Africa",2020-03-28,17,0,2.61
"South Africa",2020-03-29,93,0,2.42
"South Africa",2020-03-30,46,0,2.34
"South Africa",2020-03-31,27,0,2.29
"South Africa",2020-04-01,27,19,3.62
"South Africa",2020-04-02,82,0,3.42
"South Africa",2020-04-03,43,45,6.31
"South Africa",2020-04-04,80,0,5.99
"South Africa",2020-04-05,70,0,5.74
"South Africa",2020-04-06,31,0,5.63
"South Africa",2020-04-07,63,0,5.43
"South Africa",2020-04-08,96,0,5.15
"South Africa",2020-04-09,89,0,4.91
"South Africa",2020-04-10,69,315,20.47
"South Africa",2020-04-11,25,0,20.22
"South Africa",2020-04-12,145,0,18.87
"South Africa",2020-04-13,99,0,18.05
"South Africa",2020-04-14,143,0,16.98
"South Africa",2020-04-15,91,0,16.36
"South Africa",2020-04-16,99,493,34.66
"South Africa",2020-04-17,178,0,32.45
"South Africa",2020-04-18,251,0,29.76
"South Africa",2020-04-19,124,0,28.59
"South Africa",2020-04-20,142,152,31.97
"South Africa",2020-04-21,165,0,30.45
"South Africa",2020-04-22,170,0,29.02
"South Africa",2020-04-23,318,418,37.26
"South Africa",2020-04-24,267,0,34.91
"South Africa",2020-04-25,141,0,33.78
"South Africa",2020-04-26,185,0,32.4
"South Africa",2020-04-27,247,0,30.73
"South Africa",2020-04-28,203,600,41.49
"South Africa",2020-04-29,354,0,38.75
"South Africa",2020-04-30,297,0,36.71
"South Africa",2020-05-01,304,309,40.03
"South Africa",2020-05-02,385,167,40.23
"South Africa",2020-05-03,447,0,37.58
"South Africa",2020-05-04,437,197,38.03
"South Africa",2020-05-05,352,0,36.27
"South Africa",2020-05-06,236,407,40.38
"South Africa",2020-05-07,424,0,38.3
"South Africa",2020-05-08,663,0,35.45
"South Africa",2020-05-09,525,830,42.28
"South Africa",2020-05-10,595,190,41.67
"South Africa",2020-05-11,637,184,40.9
"South Africa",2020-05-12,698,0,38.39
"South Africa",2020-05-13,724,388,39.3
"South Africa",2020-05-14,665,931,44.56
"South Africa",2020-05-15,785,407,44.98
"South Africa",2020-05-16,831,395,45.13
"South Africa",2020-05-17,1160,528,45.16
"South Africa",2020-05-18,918,292,44.41
"South Africa",2020-05-19,767,662,46.28
"South Africa",2020-05-20,803,990,49.71
"South Africa",2020-05-21,1134,0,46.77
"South Africa",2020-05-22,988,1154,50.21
"South Africa",2020-05-23,1218,0,47.34
"South Africa",2020-05-24,1240,996,49.15
"South Africa",2020-05-25,1032,817,50.46
"South Africa",2020-05-26,649,824,52.51
"South Africa",2020-05-27,1673,710,51.86
"South Africa",2020-05-28,1466,919,52.44
"South Africa",2020-05-29,1837,723,51.62
"South Africa",2020-05-30,1727,1023,52.04
"South Africa",2020-05-31,1716,693,51.43
"South Africa",2020-06-01,1674,482,50.33
"South Africa",2020-06-02,1455,1022,51.14
"South Africa",2020-06-03,1713,1369,52.45
"South Africa",2020-06-04,3267,1629,52.24
"South Africa",2020-06-05,2642,1777,53.16
"South Africa",2020-06-06,2539,1170,52.77
"South Africa",2020-06-07,2312,106,50.46
"South Africa",2020-06-08,2594,1735,51.3
"South Africa",2020-06-09,2112,2907,54.74
"South Africa",2020-06-10,2430,2499,56.85
"South Africa",2020-06-11,3147,1747,56.78
"South Africa",2020-06-12,3359,1754,56.53
"South Africa",2020-06-13,3809,1844,56.06
"South Africa",2020-06-14,4302,1681,55.01
"South Africa",2020-06-15,3495,1336,54.22
"South Africa",2020-06-16,2801,2196,55.1
"South Africa",2020-06-17,4078,2268,55.13
"South Africa",2020-06-18,3478,589,53.55
"South Africa",2020-06-19,3825,2905,54.52
"South Africa",2020-06-20,4966,2501,54.3
"South Africa",2020-06-21,4621,1282,53.04
"South Africa",2020-06-22,4288,1836,52.61
"South Africa",2020-06-23,4518,1601,51.88
"South Africa",2020-06-24,5688,1829,50.87
"South Africa",2020-06-25,6579,3100,50.66
"South Africa",2020-06-26,6215,4137,51.46
"South Africa",2020-06-27,7210,2983,50.91
"South Africa",2020-06-28,6334,1831,49.9
"South Africa",2020-06-29,6130,1689,48.95
"South Africa",2020-06-30,6945,2929,48.64
"South Africa",2020-07-01,8124,2482,47.71
"South Africa",2020-07-02,8728,5974,48.79
"South Africa",2020-07-03,9063,4299,48.72
"South Africa",2020-07-04,10853,4929,48.53
"Zambia",2020-01-22,0,0,NA
"Zambia",2020-01-23,0,0,NA
"Zambia",2020-01-24,0,0,NA
"Zambia",2020-01-25,0,0,NA
"Zambia",2020-01-26,0,0,NA
"Zambia",2020-01-27,0,0,NA
"Zambia",2020-01-28,0,0,NA
"Zambia",2020-01-29,0,0,NA
"Zambia",2020-01-30,0,0,NA
"Zambia",2020-01-31,0,0,NA
"Zambia",2020-02-01,0,0,NA
"Zambia",2020-02-02,0,0,NA
"Zambia",2020-02-03,0,0,NA
"Zambia",2020-02-04,0,0,NA
"Zambia",2020-02-05,0,0,NA
"Zambia",2020-02-06,0,0,NA
"Zambia",2020-02-07,0,0,NA
"Zambia",2020-02-08,0,0,NA
"Zambia",2020-02-09,0,0,NA
"Zambia",2020-02-10,0,0,NA
"Zambia",2020-02-11,0,0,NA
"Zambia",2020-02-12,0,0,NA
"Zambia",2020-02-13,0,0,NA
"Zambia",2020-02-14,0,0,NA
"Zambia",2020-02-15,0,0,NA
"Zambia",2020-02-16,0,0,NA
"Zambia",2020-02-17,0,0,NA
"Zambia",2020-02-18,0,0,NA
"Zambia",2020-02-19,0,0,NA
"Zambia",2020-02-20,0,0,NA
"Zambia",2020-02-21,0,0,NA
"Zambia",2020-02-22,0,0,NA
"Zambia",2020-02-23,0,0,NA
"Zambia",2020-02-24,0,0,NA
"Zambia",2020-02-25,0,0,NA
"Zambia",2020-02-26,0,0,NA
"Zambia",2020-02-27,0,0,NA
