"country","date","confirmed","death","fatality_rate"
"Malawi",2020-02-14,0,0,NA
"Malawi",2020-02-15,0,0,NA
"Malawi",2020-02-16,0,0,NA
"Malawi",2020-02-17,0,0,NA
"Malawi",2020-02-18,0,0,NA
"Malawi",2020-02-19,0,0,NA
"Malawi",2020-02-20,0,0,NA
"Malawi",2020-02-21,0,0,NA
"Malawi",2020-02-22,0,0,NA
"Malawi",2020-02-23,0,0,NA
"Malawi",2020-02-24,0,0,NA
"Malawi",2020-02-25,0,0,NA
"Malawi",2020-02-26,0,0,NA
"Malawi",2020-02-27,0,0,NA
"Malawi",2020-02-28,0,0,NA
"Malawi",2020-02-29,0,0,NA
"Malawi",2020-03-01,0,0,NA
"Malawi",2020-03-02,0,0,NA
"Malawi",2020-03-03,0,0,NA
"Malawi",2020-03-04,0,0,NA
"Malawi",2020-03-05,0,0,NA
"Malawi",2020-03-06,0,0,NA
"Malawi",2020-03-07,0,0,NA
"Malawi",2020-03-08,0,0,NA
"Malawi",2020-03-09,0,0,NA
"Malawi",2020-03-10,0,0,NA
"Malawi",2020-03-11,0,0,NA
"Malawi",2020-03-12,0,0,NA
"Malawi",2020-03-13,0,0,NA
"Malawi",2020-03-14,0,0,NA
"Malawi",2020-03-15,0,0,NA
"Malawi",2020-03-16,0,0,NA
"Malawi",2020-03-17,0,0,NA
"Malawi",2020-03-18,0,0,NA
"Malawi",2020-03-19,0,0,NA
"Malawi",2020-03-20,0,0,NA
"Malawi",2020-03-21,0,0,NA
"Malawi",2020-03-22,0,0,NA
"Malawi",2020-03-23,0,0,NA
"Malawi",2020-03-24,0,0,NA
"Malawi",2020-03-25,0,0,NA
"Malawi",2020-03-26,0,0,NA
"Malawi",2020-03-27,0,0,NA
"Malawi",2020-03-28,0,0,NA
"Malawi",2020-03-29,0,0,NA
"Malawi",2020-03-30,0,0,NA
"Malawi",2020-03-31,0,0,NA
"Malawi",2020-04-01,0,0,NA
"Malawi",2020-04-02,3,0,0
"Malawi",2020-04-03,0,0,0
"Malawi",2020-04-04,1,0,0
"Malawi",2020-04-05,0,0,0
"Malawi",2020-04-06,1,0,0
"Malawi",2020-04-07,3,1,12.5
"Malawi",2020-04-08,0,0,12.5
"Malawi",2020-04-09,0,0,12.5
"Malawi",2020-04-10,1,0,11.11
"Malawi",2020-04-11,3,1,16.67
"Malawi",2020-04-12,1,0,15.38
"Malawi",2020-04-13,3,0,12.5
"Malawi",2020-04-14,0,0,12.5
"Malawi",2020-04-15,0,0,12.5
"Malawi",2020-04-16,0,0,12.5
"Malawi",2020-04-17,1,0,11.76
"Malawi",2020-04-18,0,0,11.76
"Malawi",2020-04-19,0,0,11.76
"Malawi",2020-04-20,0,0,11.76
"Malawi",2020-04-21,1,0,11.11
"Malawi",2020-04-22,5,1,13.04
"Malawi",2020-04-23,10,0,9.09
"Malawi",2020-04-24,0,0,9.09
"Malawi",2020-04-25,0,0,9.09
"Malawi",2020-04-26,1,0,8.82
"Malawi",2020-04-27,2,0,8.33
"Malawi",2020-04-28,0,0,8.33
"Malawi",2020-04-29,0,0,8.33
"Malawi",2020-04-30,1,0,8.11
"Malawi",2020-05-01,0,0,8.11
"Malawi",2020-05-02,1,0,7.89
"Malawi",2020-05-03,1,0,7.69
"Malawi",2020-05-04,2,0,7.32
"Malawi",2020-05-05,0,0,7.32
"Malawi",2020-05-06,2,0,6.98
"Malawi",2020-05-07,0,0,6.98
"Malawi",2020-05-08,0,0,6.98
"Malawi",2020-05-09,13,0,5.36
"Malawi",2020-05-10,0,0,5.36
"Malawi",2020-05-11,1,0,5.26
"Malawi",2020-05-12,0,0,5.26
"Malawi",2020-05-13,6,0,4.76
"Malawi",2020-05-14,0,0,4.76
"Malawi",2020-05-15,0,0,4.76
"Malawi",2020-05-16,2,0,4.62
"Malawi",2020-05-17,5,0,4.29
"Malawi",2020-05-18,0,0,4.29
"Malawi",2020-05-19,0,0,4.29
"Malawi",2020-05-20,1,0,4.23
"Malawi",2020-05-21,1,0,4.17
"Malawi",2020-05-22,10,0,3.66
"Malawi",2020-05-23,0,0,3.66
"Malawi",2020-05-24,1,1,4.82
"Malawi",2020-05-25,18,0,3.96
"Malawi",2020-05-26,0,0,3.96
"Malawi",2020-05-27,0,0,3.96
"Malawi",2020-05-28,102,0,1.97
"Malawi",2020-05-29,70,0,1.47
"Malawi",2020-05-30,6,0,1.43
"Malawi",2020-05-31,5,0,1.41
"Malawi",2020-06-01,52,0,1.19
"Malawi",2020-06-02,22,0,1.12
"Malawi",2020-06-03,11,0,1.08
"Malawi",2020-06-04,24,0,1.02
"Malawi",2020-06-05,16,0,0.98
"Malawi",2020-06-06,0,0,0.98
"Malawi",2020-06-07,29,0,0.91
"Malawi",2020-06-08,5,0,0.9
"Malawi",2020-06-09,12,0,0.88
"Malawi",2020-06-10,0,0,0.88
"Malawi",2020-06-11,26,0,0.83
"Malawi",2020-06-12,0,0,0.83
"Malawi",2020-06-13,48,1,0.95
"Malawi",2020-06-14,18,1,1.1
"Malawi",2020-06-15,8,0,1.08
"Malawi",2020-06-16,9,0,1.06
"Malawi",2020-06-17,8,0,1.05
"Malawi",2020-06-18,20,2,1.35
"Malawi",2020-06-19,28,0,1.29
"Malawi",2020-06-20,0,0,1.29
"Malawi",2020-06-21,110,3,1.51
"Malawi",2020-06-22,19,0,1.47
"Malawi",2020-06-23,54,0,1.37
"Malawi",2020-06-24,138,0,1.17
"Malawi",2020-06-25,19,1,1.25
"Malawi",2020-06-26,45,1,1.29
"Malawi",2020-06-27,33,0,1.25
"Malawi",2020-06-28,108,0,1.13
"Malawi",2020-06-29,6,0,1.13
"Malawi",2020-06-30,72,1,1.14
"Malawi",2020-07-01,41,2,1.26
"Malawi",2020-07-02,77,0,1.19
"Malawi",2020-07-03,156,0,1.07
"Malawi",2020-07-04,115,1,1.05
"Mozambique",2020-01-22,0,0,NA
"Mozambique",2020-01-23,0,0,NA
"Mozambique",2020-01-24,0,0,NA
"Mozambique",2020-01-25,0,0,NA
"Mozambique",2020-01-26,0,0,NA
"Mozambique",2020-01-27,0,0,NA
"Mozambique",2020-01-28,0,0,NA
"Mozambique",2020-01-29,0,0,NA
"Mozambique",2020-01-30,0,0,NA
"Mozambique",2020-01-31,0,0,NA
"Mozambique",2020-02-01,0,0,NA
"Mozambique",2020-02-02,0,0,NA
"Mozambique",2020-02-03,0,0,NA
"Mozambique",2020-02-04,0,0,NA
"Mozambique",2020-02-05,0,0,NA
"Mozambique",2020-02-06,0,0,NA
"Mozambique",2020-02-07,0,0,NA
"Mozambique",2020-02-08,0,0,NA
"Mozambique",2020-02-09,0,0,NA
"Mozambique",2020-02-10,0,0,NA
"Mozambique",2020-02-11,0,0,NA
"Mozambique",2020-02-12,0,0,NA
"Mozambique",2020-02-13,0,0,NA
"Mozambique",2020-02-14,0,0,NA
"Mozambique",2020-02-15,0,0,NA
"Mozambique",2020-02-16,0,0,NA
"Mozambique",2020-02-17,0,0,NA
"Mozambique",2020-02-18,0,0,NA
"Mozambique",2020-02-19,0,0,NA
"Mozambique",2020-02-20,0,0,NA
"Mozambique",2020-02-21,0,0,NA
"Mozambique",2020-02-22,0,0,NA
"Mozambique",2020-02-23,0,0,NA
"Mozambique",2020-02-24,0,0,NA
"Mozambique",2020-02-25,0,0,NA
"Mozambique",2020-02-26,0,0,NA
"Mozambique",2020-02-27,0,0,NA
"Mozambique",2020-02-28,0,0,NA
"Mozambique",2020-02-29,0,0,NA
"Mozambique",2020-03-01,0,0,NA
"Mozambique",2020-03-02,0,0,NA
"Mozambique",2020-03-03,0,0,NA
"Mozambique",2020-03-04,0,0,NA
"Mozambique",2020-03-05,0,0,NA
"Mozambique",2020-03-06,0,0,NA
"Mozambique",2020-03-07,0,0,NA
"Mozambique",2020-03-08,0,0,NA
"Mozambique",2020-03-09,0,0,NA
"Mozambique",2020-03-10,0,0,NA
"Mozambique",2020-03-11,0,0,NA
"Mozambique",2020-03-12,0,0,NA
"Mozambique",2020-03-13,0,0,NA
"Mozambique",2020-03-14,0,0,NA
"Mozambique",2020-03-15,0,0,NA
"Mozambique",2020-03-16,0,0,NA
"Mozambique",2020-03-17,0,0,NA
"Mozambique",2020-03-18,0,0,NA
"Mozambique",2020-03-19,0,0,NA
"Mozambique",2020-03-20,0,0,NA
"Mozambique",2020-03-21,0,0,NA
"Mozambique",2020-03-22,1,0,0
"Mozambique",2020-03-23,0,0,0
"Mozambique",2020-03-24,2,0,0
"Mozambique",2020-03-25,2,0,0
"Mozambique",2020-03-26,2,0,0
"Mozambique",2020-03-27,0,0,0
"Mozambique",2020-03-28,1,0,0
"Mozambique",2020-03-29,0,0,0
"Mozambique",2020-03-30,0,0,0
"Mozambique",2020-03-31,0,0,0
"Mozambique",2020-04-01,2,0,0
"Mozambique",2020-04-02,0,0,0
"Mozambique",2020-04-03,0,0,0
"Mozambique",2020-04-04,0,0,0
"Mozambique",2020-04-05,0,0,0
"Mozambique",2020-04-06,0,0,0
"Mozambique",2020-04-07,0,0,0
"Mozambique",2020-04-08,7,0,0
"Mozambique",2020-04-09,0,0,0
"Mozambique",2020-04-10,3,0,0
"Mozambique",2020-04-11,0,0,0
"Mozambique",2020-04-12,1,0,0
"Mozambique",2020-04-13,0,0,0
"Mozambique",2020-04-14,7,0,0
"Mozambique",2020-04-15,1,0,0
"Mozambique",2020-04-16,2,0,0
"Mozambique",2020-04-17,3,0,0
"Mozambique",2020-04-18,1,0,0
"Mozambique",2020-04-19,4,0,0
"Mozambique",2020-04-20,0,0,0
"Mozambique",2020-04-21,0,0,0
"Mozambique",2020-04-22,2,0,0
"Mozambique",2020-04-23,5,0,0
"Mozambique",2020-04-24,19,0,0
"Mozambique",2020-04-25,5,0,0
"Mozambique",2020-04-26,6,0,0
"Mozambique",2020-04-27,0,0,0
"Mozambique",2020-04-28,0,0,0
"Mozambique",2020-04-29,0,0,0
"Mozambique",2020-04-30,0,0,0
"Mozambique",2020-05-01,3,0,0
"Mozambique",2020-05-02,0,0,0
"Mozambique",2020-05-03,1,0,0
"Mozambique",2020-05-04,0,0,0
"Mozambique",2020-05-05,1,0,0
"Mozambique",2020-05-06,0,0,0
"Mozambique",2020-05-07,0,0,0
"Mozambique",2020-05-08,1,0,0
"Mozambique",2020-05-09,5,0,0
"Mozambique",2020-05-10,4,0,0
"Mozambique",2020-05-11,12,0,0
"Mozambique",2020-05-12,1,0,0
"Mozambique",2020-05-13,0,0,0
"Mozambique",2020-05-14,11,0,0
"Mozambique",2020-05-15,4,0,0
"Mozambique",2020-05-16,10,0,0
"Mozambique",2020-05-17,8,0,0
"Mozambique",2020-05-18,8,0,0
"Mozambique",2020-05-19,1,0,0
"Mozambique",2020-05-20,10,0,0
"Mozambique",2020-05-21,6,0,0
"Mozambique",2020-05-22,2,0,0
"Mozambique",2020-05-23,4,0,0
"Mozambique",2020-05-24,26,0,0
"Mozambique",2020-05-25,15,1,0.48
"Mozambique",2020-05-26,4,0,0.47
"Mozambique",2020-05-27,14,0,0.44
"Mozambique",2020-05-28,6,1,0.86
"Mozambique",2020-05-29,1,0,0.85
"Mozambique",2020-05-30,10,0,0.82
"Mozambique",2020-05-31,10,0,0.79
"Mozambique",2020-06-01,0,0,0.79
"Mozambique",2020-06-02,53,0,0.65
"Mozambique",2020-06-03,9,0,0.63
"Mozambique",2020-06-04,36,0,0.57
"Mozambique",2020-06-05,2,0,0.56
"Mozambique",2020-06-06,55,0,0.49
"Mozambique",2020-06-07,15,0,0.47
"Mozambique",2020-06-08,9,0,0.46
"Mozambique",2020-06-09,20,0,0.44
"Mozambique",2020-06-10,19,0,0.42
"Mozambique",2020-06-11,17,0,0.41
"Mozambique",2020-06-12,20,0,0.39
"Mozambique",2020-06-13,44,0,0.36
"Mozambique",2020-06-14,30,1,0.51
"Mozambique",2020-06-15,26,0,0.49
"Mozambique",2020-06-16,29,1,0.63
"Mozambique",2020-06-17,13,0,0.61
"Mozambique",2020-06-18,11,0,0.6
"Mozambique",2020-06-19,6,0,0.6
"Mozambique",2020-06-20,20,0,0.58
"Mozambique",2020-06-21,45,1,0.68
"Mozambique",2020-06-22,4,0,0.68
"Mozambique",2020-06-23,20,0,0.66
"Mozambique",2020-06-24,5,0,0.66
"Mozambique",2020-06-25,26,0,0.63
"Mozambique",2020-06-26,28,0,0.61
"Mozambique",2020-06-27,23,0,0.6
"Mozambique",2020-06-28,20,0,0.58
"Mozambique",2020-06-29,24,1,0.68
"Mozambique",2020-06-30,6,0,0.67
"Mozambique",2020-07-01,14,0,0.66
"Mozambique",2020-07-02,15,0,0.65
"Mozambique",2020-07-03,21,0,0.64
"Mozambique",2020-07-04,30,1,0.72
"Namibia",2020-01-22,0,0,NA
"Namibia",2020-01-23,0,0,NA
"Namibia",2020-01-24,0,0,NA
"Namibia",2020-01-25,0,0,NA
"Namibia",2020-01-26,0,0,NA
"Namibia",2020-01-27,0,0,NA
"Namibia",2020-01-28,0,0,NA
"Namibia",2020-01-29,0,0,NA
"Namibia",2020-01-30,0,0,NA
"Namibia",2020-01-31,0,0,NA
"Namibia",2020-02-01,0,0,NA
"Namibia",2020-02-02,0,0,NA
"Namibia",2020-02-03,0,0,NA
"Namibia",2020-02-04,0,0,NA
"Namibia",2020-02-05,0,0,NA
"Namibia",2020-02-06,0,0,NA
"Namibia",2020-02-07,0,0,NA
"Namibia",2020-02-08,0,0,NA
"Namibia",2020-02-09,0,0,NA
"Namibia",2020-02-10,0,0,NA
"Namibia",2020-02-11,0,0,NA
"Namibia",2020-02-12,0,0,NA
"Namibia",2020-02-13,0,0,NA
"Namibia",2020-02-14,0,0,NA
"Namibia",2020-02-15,0,0,NA
"Namibia",2020-02-16,0,0,NA
"Namibia",2020-02-17,0,0,NA
"Namibia",2020-02-18,0,0,NA
"Namibia",2020-02-19,0,0,NA
"Namibia",2020-02-20,0,0,NA
"Namibia",2020-02-21,0,0,NA
"Namibia",2020-02-22,0,0,NA
"Namibia",2020-02-23,0,0,NA
"Namibia",2020-02-24,0,0,NA
"Namibia",2020-02-25,0,0,NA
"Namibia",2020-02-26,0,0,NA
"Namibia",2020-02-27,0,0,NA
"Namibia",2020-02-28,0,0,NA
"Namibia",2020-02-29,0,0,NA
"Namibia",2020-03-01,0,0,NA
"Namibia",2020-03-02,0,0,NA
"Namibia",2020-03-03,0,0,NA
"Namibia",2020-03-04,0,0,NA
"Namibia",2020-03-05,0,0,NA
"Namibia",2020-03-06,0,0,NA
"Namibia",2020-03-07,0,0,NA
"Namibia",2020-03-08,0,0,NA
"Namibia",2020-03-09,0,0,NA
"Namibia",2020-03-10,0,0,NA
"Namibia",2020-03-11,0,0,NA
"Namibia",2020-03-12,0,0,NA
"Namibia",2020-03-13,0,0,NA
"Namibia",2020-03-14,2,0,0
"Namibia",2020-03-15,0,0,0
"Namibia",2020-03-16,0,0,0
"Namibia",2020-03-17,0,0,0
"Namibia",2020-03-18,0,0,0
"Namibia",2020-03-19,1,0,0
"Namibia",2020-03-20,0,0,0
"Namibia",2020-03-21,0,0,0
"Namibia",2020-03-22,0,0,0
"Namibia",2020-03-23,1,0,0
"Namibia",2020-03-24,3,0,0
"Namibia",2020-03-25,0,0,0
"Namibia",2020-03-26,1,0,0
"Namibia",2020-03-27,0,0,0
"Namibia",2020-03-28,0,0,0
"Namibia",2020-03-29,3,0,0
"Namibia",2020-03-30,0,0,0
"Namibia",2020-03-31,0,0,0
"Namibia",2020-04-01,3,0,0
"Namibia",2020-04-02,0,0,0
"Namibia",2020-04-03,0,0,0
"Namibia",2020-04-04,0,0,0
"Namibia",2020-04-05,2,0,0
"Namibia",2020-04-06,0,0,0
"Namibia",2020-04-07,0,0,0
"Namibia",2020-04-08,0,0,0
"Namibia",2020-04-09,0,0,0
"Namibia",2020-04-10,0,0,0
"Namibia",2020-04-11,0,0,0
"Namibia",2020-04-12,0,0,0
"Namibia",2020-04-13,0,0,0
"Namibia",2020-04-14,0,0,0
"Namibia",2020-04-15,0,0,0
"Namibia",2020-04-16,0,0,0
"Namibia",2020-04-17,0,0,0
"Namibia",2020-04-18,0,0,0
"Namibia",2020-04-19,0,0,0
"Namibia",2020-04-20,0,0,0
"Namibia",2020-04-21,0,0,0
"Namibia",2020-04-22,0,0,0
"Namibia",2020-04-23,0,0,0
"Namibia",2020-04-24,0,0,0
"Namibia",2020-04-25,0,0,0
"Namibia",2020-04-26,0,0,0
"Namibia",2020-04-27,0,0,0
"Namibia",2020-04-28,0,0,0
"Namibia",2020-04-29,0,0,0
"Namibia",2020-04-30,0,0,0
"Namibia",2020-05-01,0,0,0
"Namibia",2020-05-02,0,0,0
"Namibia",2020-05-03,0,0,0
"Namibia",2020-05-04,0,0,0
"Namibia",2020-05-05,0,0,0
"Namibia",2020-05-06,0,0,0
"Namibia",2020-05-07,0,0,0
"Namibia",2020-05-08,0,0,0
"Namibia",2020-05-09,0,0,0
"Namibia",2020-05-10,0,0,0
"Namibia",2020-05-11,0,0,0
"Namibia",2020-05-12,0,0,0
"Namibia",2020-05-13,0,0,0
"Namibia",2020-05-14,0,0,0
"Namibia",2020-05-15,0,0,0
"Namibia",2020-05-16,0,0,0
"Namibia",2020-05-17,0,0,0
"Namibia",2020-05-18,0,0,0
"Namibia",2020-05-19,0,0,0
"Namibia",2020-05-20,0,0,0
"Namibia",2020-05-21,2,0,0
"Namibia",2020-05-22,1,0,0
"Namibia",2020-05-23,1,0,0
"Namibia",2020-05-24,1,0,0
"Namibia",2020-05-25,0,0,0
"Namibia",2020-05-26,0,0,0
"Namibia",2020-05-27,1,0,0
"Namibia",2020-05-28,0,0,0
"Namibia",2020-05-29,1,0,0
"Namibia",2020-05-30,0,0,0
"Namibia",2020-05-31,1,0,0
"Namibia",2020-06-01,1,0,0
"Namibia",2020-06-02,0,0,0
"Namibia",2020-06-03,0,0,0
"Namibia",2020-06-04,0,0,0
"Namibia",2020-06-05,0,0,0
"Namibia",2020-06-06,4,0,0
"Namibia",2020-06-07,0,0,0
"Namibia",2020-06-08,2,0,0
"Namibia",2020-06-09,0,0,0
"Namibia",2020-06-10,0,0,0
"Namibia",2020-06-11,0,0,0
"Namibia",2020-06-12,0,0,0
"Namibia",2020-06-13,1,0,0
"Namibia",2020-06-14,0,0,0
"Namibia",2020-06-15,0,0,0
"Namibia",2020-06-16,2,0,0
"Namibia",2020-06-17,2,0,0
"Namibia",2020-06-18,3,0,0
"Namibia",2020-06-19,6,0,0
"Namibia",2020-06-20,1,0,0
"Namibia",2020-06-21,9,0,0
"Namibia",2020-06-22,8,0,0
"Namibia",2020-06-23,9,0,0
"Namibia",2020-06-24,4,0,0
"Namibia",2020-06-25,26,0,0
"Namibia",2020-06-26,19,0,0
"Namibia",2020-06-27,15,0,0
"Namibia",2020-06-28,47,0,0
"Namibia",2020-06-29,13,0,0
"Namibia",2020-06-30,9,0,0
"Namibia",2020-07-01,80,0,0
"Namibia",2020-07-02,8,0,0
"Namibia",2020-07-03,57,0,0
"Namibia",2020-07-04,25,0,0
"South Africa",2020-01-22,0,0,NA
"South Africa",2020-01-23,0,0,NA
"South Africa",2020-01-24,0,0,NA
"South Africa",2020-01-25,0,0,NA
"South Africa",2020-01-26,0,0,NA
"South Africa",2020-01-27,0,0,NA
"South Africa",2020-01-28,0,0,NA
"South Africa",2020-01-29,0,0,NA
"South Africa",2020-01-30,0,0,NA
"South Africa",2020-01-31,0,0,NA
"South Africa",2020-02-01,0,0,NA
"South Africa",2020-02-02,0,0,NA
"South Africa",2020-02-03,0,0,NA
"South Africa",2020-02-04,0,0,NA
"South Africa",2020-02-05,0,0,NA
"South Africa",2020-02-06,0,0,NA
"South Africa",2020-02-07,0,0,NA
"South Africa",2020-02-08,0,0,NA
"South Africa",2020-02-09,0,0,NA
"South Africa",2020-02-10,0,0,NA
"South Africa",2020-02-11,0,0,NA
"South Africa",2020-02-12,0,0,NA
"South Africa",2020-02-13,0,0,NA
"South Africa",2020-02-14,0,0,NA
"South Africa",2020-02-15,0,0,NA
"South Africa",2020-02-16,0,0,NA
"South Africa",2020-02-17,0,0,NA
"South Africa",2020-02-18,0,0,NA
"South Africa",2020-02-19,0,0,NA
"South Africa",2020-02-20,0,0,NA
"South Africa",2020-02-21,0,0,NA
"South Africa",2020-02-22,0,0,NA
"South Africa",2020-02-23,0,0,NA
"South Africa",2020-02-24,0,0,NA
"South Africa",2020-02-25,0,0,NA
"South Africa",2020-02-26,0,0,NA
"South Africa",2020-02-27,0,0,NA
"South Africa",2020-02-28,0,0,NA
"South Africa",2020-02-29,0,0,NA
"South Africa",2020-03-01,0,0,NA
"South Africa",2020-03-02,0,0,NA
"South Africa",2020-03-03,0,0,NA
"South Africa",2020-03-04,0,0,NA
"South Africa",2020-03-05,1,0,0
"South Africa",2020-03-06,0,0,0
"South Africa",2020-03-07,0,0,0
"South Africa",2020-03-08,2,0,0
"South Africa",2020-03-09,0,0,0
"South Africa",2020-03-10,4,0,0
"South Africa",2020-03-11,6,0,0
"South Africa",2020-03-12,4,0,0
"South Africa",2020-03-13,7,0,0
"South Africa",2020-03-14,14,0,0
"South Africa",2020-03-15,13,0,0
"South Africa",2020-03-16,11,0,0
"South Africa",2020-03-17,0,0,0
"South Africa",2020-03-18,54,0,0
"South Africa",2020-03-19,34,0,0
"South Africa",2020-03-20,52,0,0
"South Africa",2020-03-21,38,0,0
"South Africa",2020-03-22,34,0,0
"South Africa",2020-03-23,128,0,0
"South Africa",2020-03-24,152,0,0
"South Africa",2020-03-25,155,0,0
"South Africa",2020-03-26,218,0,0
"South Africa",2020-03-27,243,1,0.09
"South Africa",2020-03-28,17,0,0.08
"South Africa",2020-03-29,93,1,0.16
"South Africa",2020-03-30,46,1,0.23
"South Africa",2020-03-31,27,2,0.37
"South Africa",2020-04-01,27,0,0.36
"South Africa",2020-04-02,82,0,0.34
"South Africa",2020-04-03,43,4,0.6
"South Africa",2020-04-04,80,0,0.57
"South Africa",2020-04-05,70,2,0.66
"South Africa",2020-04-06,31,1,0.71
"South Africa",2020-04-07,63,1,0.74
"South Africa",2020-04-08,96,5,0.98
"South Africa",2020-04-09,89,0,0.93
"South Africa",2020-04-10,69,6,1.2
"South Africa",2020-04-11,25,1,1.23
"South Africa",2020-04-12,145,0,1.15
"South Africa",2020-04-13,99,2,1.19
"South Africa",2020-04-14,143,0,1.12
"South Africa",2020-04-15,91,7,1.36
"South Africa",2020-04-16,99,14,1.84
"South Africa",2020-04-17,178,2,1.8
"South Africa",2020-04-18,251,2,1.71
"South Africa",2020-04-19,124,2,1.71
"South Africa",2020-04-20,142,4,1.76
"South Africa",2020-04-21,165,0,1.67
"South Africa",2020-04-22,170,7,1.79
"South Africa",2020-04-23,318,10,1.9
"South Africa",2020-04-24,267,4,1.87
"South Africa",2020-04-25,141,7,1.97
"South Africa",2020-04-26,185,1,1.91
"South Africa",2020-04-27,247,3,1.88
"South Africa",2020-04-28,203,3,1.86
"South Africa",2020-04-29,354,10,1.93
"South Africa",2020-04-30,297,0,1.82
"South Africa",2020-05-01,304,13,1.95
"South Africa",2020-05-02,385,7,1.94
"South Africa",2020-05-03,447,8,1.93
"South Africa",2020-05-04,437,7,1.91
"South Africa",2020-05-05,352,10,1.95
"South Africa",2020-05-06,236,5,1.96
"South Africa",2020-05-07,424,8,1.96
"South Africa",2020-05-08,663,17,2
"South Africa",2020-05-09,525,8,1.97
"South Africa",2020-05-10,595,8,1.94
"South Africa",2020-05-11,637,12,1.93
"South Africa",2020-05-12,698,0,1.81
"South Africa",2020-05-13,724,13,1.81
"South Africa",2020-05-14,665,19,1.87
"South Africa",2020-05-15,785,9,1.83
"South Africa",2020-05-16,831,14,1.82
"South Africa",2020-05-17,1160,3,1.7
"South Africa",2020-05-18,918,22,1.74
"South Africa",2020-05-19,767,26,1.81
"South Africa",2020-05-20,803,27,1.88
"South Africa",2020-05-21,1134,30,1.93
"South Africa",2020-05-22,988,28,1.97
"South Africa",2020-05-23,1218,10,1.91
"South Africa",2020-05-24,1240,22,1.9
"South Africa",2020-05-25,1032,52,2.04
"South Africa",2020-05-26,649,43,2.16
"South Africa",2020-05-27,1673,28,2.13
"South Africa",2020-05-28,1466,25,2.11
"South Africa",2020-05-29,1837,34,2.09
"South Africa",2020-05-30,1727,32,2.08
"South Africa",2020-05-31,1716,40,2.09
"South Africa",2020-06-01,1674,22,2.05
"South Africa",2020-06-02,1455,50,2.11
"South Africa",2020-06-03,1713,37,2.11
"South Africa",2020-06-04,3267,56,2.08
"South Africa",2020-06-05,2642,60,2.09
"South Africa",2020-06-06,2539,44,2.07
"South Africa",2020-06-07,2312,46,2.07
"South Africa",2020-06-08,2594,82,2.12
"South Africa",2020-06-09,2112,82,2.19
"South Africa",2020-06-10,2430,48,2.18
"South Africa",2020-06-11,3147,74,2.19
"South Africa",2020-06-12,3359,70,2.19
"South Africa",2020-06-13,3809,69,2.16
"South Africa",2020-06-14,4302,57,2.11
"South Africa",2020-06-15,3495,88,2.13
"South Africa",2020-06-16,2801,57,2.13
"South Africa",2020-06-17,4078,49,2.08
"South Africa",2020-06-18,3478,63,2.07
"South Africa",2020-06-19,3825,94,2.09
"South Africa",2020-06-20,4966,46,2.03
"South Africa",2020-06-21,4621,53,1.98
"South Africa",2020-06-22,4288,61,1.96
"South Africa",2020-06-23,4518,111,1.98
"South Africa",2020-06-24,5688,103,1.97
"South Africa",2020-06-25,6579,87,1.94
"South Africa",2020-06-26,6215,48,1.88
"South Africa",2020-06-27,7210,73,1.83
"South Africa",2020-06-28,6334,43,1.78
"South Africa",2020-06-29,6130,73,1.75
"South Africa",2020-06-30,6945,128,1.76
"South Africa",2020-07-01,8124,92,1.73
"South Africa",2020-07-02,8728,95,1.69
"South Africa",2020-07-03,9063,108,1.67
"South Africa",2020-07-04,10853,74,1.61
"Zambia",2020-01-22,0,0,NA
"Zambia",2020-01-23,0,0,NA
"Zambia",2020-01-24,0,0,NA
"Zambia",2020-01-25,0,0,NA
"Zambia",2020-01-26,0,0,NA
"Zambia",2020-01-27,0,0,NA
"Zambia",2020-01-28,0,0,NA
"Zambia",2020-01-29,0,0,NA
"Zambia",2020-01-30,0,0,NA
"Zambia",2020-01-31,0,0,NA
"Zambia",2020-02-01,0,0,NA
"Zambia",2020-02-02,0,0,NA
"Zambia",2020-02-03,0,0,NA
"Zambia",2020-02-04,0,0,NA
"Zambia",2020-02-05,0,0,NA
"Zambia",2020-02-06,0,0,NA
"Zambia",2020-02-07,0,0,NA
"Zambia",2020-02-08,0,0,NA
"Zambia",2020-02-09,0,0,NA
"Zambia",2020-02-10,0,0,NA
"Zambia",2020-02-11,0,0,NA
"Zambia",2020-02-12,0,0,NA
"Zambia",2020-02-13,0,0,NA
"Zambia",2020-02-14,0,0,NA
"Zambia",2020-02-15,0,0,NA
"Zambia",2020-02-16,0,0,NA
"Zambia",2020-02-17,0,0,NA
"Zambia",2020-02-18,0,0,NA
"Zambia",2020-02-19,0,0,NA
"Zambia",2020-02-20,0,0,NA
"Zambia",2020-02-21,0,0,NA
"Zambia",2020-02-22,0,0,NA
"Zambia",2020-02-23,0,0,NA
"Zambia",2020-02-24,0,0,NA
"Zambia",2020-02-25,0,0,NA
"Zambia",2020-02-26,0,0,NA
"Zambia",2020-02-27,0,0,NA
"Zambia",2020-02-28,0,0,NA
"Zambia",2020-02-29,0,0,NA
"Zambia",2020-03-01,0,0,NA
"Zambia",2020-03-02,0,0,NA
"Zambia",2020-03-03,0,0,NA
"Zambia",2020-03-04,0,0,NA
"Zambia",2020-03-05,0,0,NA
"Zambia",2020-03-06,0,0,NA
"Zambia",2020-03-07,0,0,NA
"Zambia",2020-03-08,0,0,NA
"Zambia",2020-03-09,0,0,NA
"Zambia",2020-03-10,0,0,NA
"Zambia",2020-03-11,0,0,NA
